Respondent_ID,Age,Gender,Education_Level,Employment_Status,Marital_Status,Household_Income,Region,Owns_Home,Has_Children,Internet_Usage_Hours,Political_Affiliation
4353,34,Female,High School,Unemployed,Married,48731,Central,Yes,Yes,9,Other
4354,29,Male,High School,Student,Divorced,104698,West,Yes,Yes,11,Liberal
4355,69,Female,High School,Retired,Divorced,133880,South,No,Yes,6,Other
4356,41,Female,Bachelor's,Unemployed,Married,138440,South,No,No,11,Liberal
4357,46,Male,PhD,Student,Divorced,45236,East,No,No,7,Other
4358,60,Female,Bachelor's,Unemployed,Single,57133,West,Yes,No,6,Other
4359,42,Male,Bachelor's,Unemployed,Single,96915,South,Yes,No,10,Liberal
4360,53,Female,Master's,Retired,Single,24340,North,Yes,Yes,3,Conservative
4361,43,Male,Master's,Student,Single,90291,East,No,Yes,11,Conservative
4362,55,Male,High School,Unemployed,Single,68731,West,No,Yes,6,Other
4363,18,Female,Master's,Student,Divorced,77428,North,No,No,4,Conservative
4364,37,Female,Bachelor's,Student,Married,72822,South,Yes,No,11,Liberal
4365,45,Other,High School,Unemployed,Divorced,61866,South,Yes,No,9,Other
4366,33,Female,High School,Unemployed,Widowed,134295,South,Yes,Yes,6,Independent
4367,64,Male,Bachelor's,Employed,Single,105441,South,Yes,No,2,Other
4368,34,Male,Bachelor's,Retired,Single,103795,Central,No,No,9,Independent
4369,57,Male,High School,Unemployed,Divorced,116791,East,Yes,No,10,Independent
4370,45,Male,High School,Employed,Widowed,122262,East,Yes,No,6,Other
4371,29,Male,Master's,Retired,Divorced,120440,South,Yes,Yes,6,Independent
4372,44,Female,PhD,Unemployed,Married,129092,East,Yes,No,1,Conservative
4373,59,Male,Master's,Student,Single,61813,North,Yes,No,7,Independent
4374,64,Male,High School,Retired,Divorced,117150,North,No,Yes,6,Conservative
4375,47,Male,High School,Student,Married,86042,East,Yes,No,8,Other
4376,58,Female,High School,Employed,Single,94135,South,No,No,11,Independent
4377,51,Female,High School,Unemployed,Single,107310,West,Yes,No,3,Independent
4378,54,Female,Bachelor's,Employed,Single,28715,South,No,No,8,Conservative
4379,23,Male,Bachelor's,Unemployed,Widowed,107533,Central,Yes,No,0,Conservative
4380,24,Female,Master's,Unemployed,Divorced,75902,West,No,Yes,4,Other
4381,49,Male,Bachelor's,Student,Single,121354,Central,Yes,No,9,Other
4382,49,Female,High School,Employed,Single,34783,East,Yes,Yes,6,Independent
4383,42,Female,Bachelor's,Student,Married,116798,Central,Yes,No,3,Liberal
4384,50,Male,Bachelor's,Student,Divorced,109012,East,No,Yes,6,Independent
4385,24,Female,Bachelor's,Student,Married,87933,Central,Yes,Yes,11,Independent
4386,69,Female,High School,Employed,Divorced,60680,West,No,No,8,Other
4387,29,Male,Bachelor's,Unemployed,Single,113011,Central,No,Yes,4,Other
4388,33,Female,High School,Unemployed,Widowed,143207,South,Yes,Yes,4,Independent
4389,33,Male,High School,Employed,Married,79179,East,Yes,No,1,Conservative
4390,60,Male,Master's,Unemployed,Widowed,119613,North,Yes,Yes,4,Other
4391,53,Male,Master's,Employed,Widowed,59970,Central,Yes,Yes,7,Independent
4392,30,Male,High School,Employed,Widowed,93236,East,Yes,Yes,3,Liberal
4393,24,Female,High School,Unemployed,Divorced,24718,North,No,No,1,Independent
4394,53,Male,Master's,Retired,Divorced,47111,East,No,Yes,7,Liberal
4395,64,Female,High School,Student,Widowed,58718,East,No,No,3,Liberal
4396,68,Male,Bachelor's,Employed,Single,95769,North,Yes,Yes,4,Liberal
4397,26,Other,High School,Employed,Single,99707,North,No,Yes,11,Independent
4398,49,Female,High School,Retired,Widowed,30726,West,Yes,Yes,6,Other
4399,28,Female,Master's,Employed,Married,112304,Central,Yes,No,10,Conservative
4400,25,Male,Master's,Employed,Married,37139,Central,No,No,4,Conservative
4401,50,Male,High School,Unemployed,Divorced,85681,East,No,Yes,9,Independent
4402,40,Male,Bachelor's,Unemployed,Married,139804,South,Yes,Yes,3,Independent
4403,42,Female,High School,Retired,Single,64782,South,No,Yes,6,Liberal
4404,25,Female,High School,Employed,Widowed,39958,East,Yes,No,3,Other
4405,62,Male,PhD,Student,Married,111739,West,No,Yes,9,Independent
4406,39,Male,Bachelor's,Unemployed,Widowed,41307,North,Yes,Yes,11,Conservative
4407,21,Female,Bachelor's,Student,Married,120162,East,Yes,No,3,Independent
4408,57,Male,Master's,Student,Divorced,123026,Central,No,Yes,1,Other
4409,20,Female,Master's,Retired,Single,89134,South,No,Yes,4,Other
4410,46,Female,Master's,Retired,Divorced,33583,South,Yes,Yes,7,Independent
4411,58,Female,High School,Employed,Widowed,133173,South,No,Yes,3,Independent
4412,46,Male,High School,Retired,Single,37013,West,No,Yes,10,Other
4413,51,Male,Bachelor's,Unemployed,Single,67984,Central,No,Yes,1,Other
4414,51,Female,Bachelor's,Employed,Divorced,129662,West,No,No,8,Liberal
4415,45,Female,PhD,Employed,Married,121822,North,No,Yes,5,Independent
4416,30,Male,Bachelor's,Student,Divorced,141246,East,No,Yes,2,Independent
4417,32,Male,PhD,Student,Widowed,122656,East,Yes,No,9,Independent
4418,40,Female,High School,Student,Married,64874,South,No,No,10,Conservative
4419,61,Female,Master's,Employed,Divorced,60197,South,Yes,Yes,4,Liberal
4420,43,Female,Bachelor's,Retired,Divorced,149110,North,Yes,Yes,5,Other
4421,21,Other,PhD,Retired,Married,29096,West,Yes,Yes,8,Liberal
4422,43,Male,High School,Retired,Married,91091,Central,Yes,No,4,Conservative
4423,57,Male,Bachelor's,Employed,Married,118255,North,Yes,No,8,Liberal
4424,26,Female,Master's,Employed,Divorced,93533,East,No,Yes,0,Conservative
4425,22,Female,Bachelor's,Employed,Married,96345,East,Yes,Yes,11,Liberal
4426,49,Male,Bachelor's,Employed,Married,112901,West,Yes,No,9,Liberal
4427,37,Male,PhD,Employed,Married,134795,North,Yes,Yes,3,Liberal
4428,67,Female,Bachelor's,Retired,Single,45618,Central,Yes,No,0,Independent
4429,28,Male,Bachelor's,Employed,Widowed,111500,North,Yes,No,1,Other
4430,32,Male,High School,Retired,Married,29868,North,Yes,Yes,1,Liberal
4431,49,Female,Master's,Employed,Widowed,41882,West,No,Yes,9,Independent
4432,45,Female,Bachelor's,Retired,Married,40639,Central,Yes,Yes,10,Independent
4433,39,Female,Bachelor's,Unemployed,Married,56963,East,Yes,Yes,4,Independent
4434,58,Male,High School,Unemployed,Single,126760,South,Yes,No,0,Conservative
4435,34,Female,Bachelor's,Retired,Single,122125,Central,Yes,Yes,9,Liberal
4436,43,Female,High School,Unemployed,Married,145677,East,Yes,Yes,2,Other
4437,61,Female,High School,Unemployed,Married,80464,West,Yes,No,10,Liberal
4438,24,Female,Bachelor's,Retired,Married,135364,Central,Yes,No,5,Liberal
4439,59,Male,High School,Employed,Widowed,49470,Central,No,Yes,0,Other
4440,43,Male,High School,Employed,Married,129982,East,Yes,Yes,11,Independent
4441,42,Male,Bachelor's,Retired,Widowed,90714,East,No,Yes,10,Liberal
4442,27,Male,High School,Student,Single,83670,North,Yes,No,0,Independent
4443,62,Female,Bachelor's,Student,Widowed,96434,North,No,Yes,2,Independent
4444,36,Female,High School,Unemployed,Married,91102,Central,Yes,Yes,8,Independent
4445,28,Female,Bachelor's,Student,Single,40353,South,No,No,1,Other
4446,30,Female,Bachelor's,Unemployed,Divorced,58188,West,Yes,Yes,11,Independent
4447,25,Male,Master's,Employed,Single,53375,East,No,Yes,5,Liberal
4448,57,Male,High School,Retired,Divorced,91210,North,No,No,2,Independent
4449,21,Male,High School,Employed,Widowed,146305,West,Yes,Yes,5,Conservative
4450,64,Male,High School,Retired,Single,42272,Central,No,Yes,10,Conservative
4451,48,Male,Bachelor's,Student,Single,41716,East,Yes,Yes,10,Conservative
4452,45,Female,PhD,Employed,Single,109276,East,No,No,6,Independent
4453,28,Other,High School,Employed,Widowed,108706,North,No,No,6,Liberal
4454,60,Male,High School,Unemployed,Married,55162,South,Yes,No,1,Liberal
4455,18,Male,High School,Retired,Widowed,96587,East,Yes,Yes,2,Independent
4456,66,Female,Bachelor's,Student,Single,93606,South,Yes,Yes,3,Independent
4457,64,Male,Bachelor's,Employed,Married,49472,West,No,No,7,Other
4458,69,Female,Bachelor's,Retired,Single,78504,East,No,No,4,Independent
4459,55,Female,Master's,Student,Single,139837,East,No,No,0,Conservative
4460,41,Female,Bachelor's,Employed,Divorced,75441,South,Yes,No,8,Other
4461,64,Male,High School,Retired,Single,128343,North,No,No,0,Other
4462,48,Female,High School,Unemployed,Widowed,81401,Central,No,Yes,1,Independent
4463,58,Male,Bachelor's,Employed,Widowed,78835,West,Yes,Yes,6,Independent
4464,63,Female,Bachelor's,Retired,Widowed,120325,East,Yes,No,10,Other
4465,67,Male,Bachelor's,Student,Married,76936,North,Yes,Yes,2,Other
4466,43,Male,Bachelor's,Student,Divorced,106518,East,No,Yes,5,Other
4467,66,Female,Bachelor's,Unemployed,Divorced,51518,West,Yes,No,7,Other
4468,67,Female,Master's,Employed,Single,104935,Central,No,Yes,4,Other
4469,22,Female,Bachelor's,Unemployed,Single,74462,East,No,Yes,0,Liberal
4470,37,Female,Master's,Retired,Divorced,147446,South,Yes,No,9,Other
4471,69,Female,High School,Student,Married,47313,North,Yes,Yes,11,Other
4472,58,Male,Bachelor's,Unemployed,Widowed,148344,Central,Yes,Yes,2,Liberal
4473,28,Female,PhD,Employed,Single,36110,East,Yes,Yes,10,Conservative
4474,50,Female,Bachelor's,Retired,Divorced,54816,Central,Yes,No,1,Conservative
4475,67,Female,Master's,Employed,Married,81549,South,No,Yes,5,Conservative
4476,55,Female,Master's,Unemployed,Widowed,107889,East,Yes,No,4,Conservative
4477,44,Male,High School,Student,Single,48530,Central,No,Yes,6,Independent
4478,51,Female,Bachelor's,Student,Widowed,20893,East,Yes,Yes,1,Independent
4479,32,Male,High School,Unemployed,Widowed,148745,East,Yes,No,5,Other
4480,49,Male,PhD,Employed,Divorced,143967,Central,No,Yes,10,Other
4481,38,Female,Master's,Employed,Divorced,131347,East,Yes,Yes,4,Conservative
4482,63,Male,High School,Employed,Widowed,114260,South,Yes,No,5,Conservative
4483,22,Female,High School,Employed,Widowed,46885,Central,No,Yes,4,Liberal
4484,23,Male,Bachelor's,Student,Single,64560,Central,No,No,6,Liberal
4485,55,Male,Bachelor's,Employed,Married,33613,South,Yes,Yes,4,Liberal
4486,39,Female,High School,Unemployed,Married,99852,South,Yes,No,6,Conservative
4487,35,Female,Bachelor's,Unemployed,Widowed,26087,South,No,No,0,Liberal
4488,31,Female,Bachelor's,Unemployed,Divorced,55701,East,Yes,Yes,8,Other
4489,27,Female,High School,Unemployed,Married,38665,East,Yes,Yes,5,Conservative
4490,63,Female,Master's,Employed,Widowed,126568,West,No,Yes,8,Independent
4491,30,Male,PhD,Student,Divorced,119684,East,Yes,No,0,Conservative
4492,48,Male,Master's,Retired,Single,49622,South,Yes,No,1,Independent
4493,47,Male,Master's,Employed,Married,115834,West,Yes,Yes,6,Independent
4494,20,Female,High School,Retired,Single,102403,South,No,Yes,3,Conservative
4495,47,Female,High School,Student,Divorced,61989,North,No,Yes,9,Liberal
4496,23,Male,High School,Employed,Widowed,64741,Central,Yes,No,0,Other
4497,46,Female,Master's,Retired,Single,98700,North,Yes,No,4,Conservative
4498,25,Female,PhD,Student,Widowed,40163,South,No,Yes,3,Liberal
4499,61,Male,Master's,Retired,Married,91637,East,Yes,No,5,Independent
4500,62,Male,Master's,Unemployed,Single,79175,Central,Yes,Yes,6,Independent
4501,60,Female,Bachelor's,Unemployed,Married,123258,East,Yes,No,10,Independent
4502,61,Female,Bachelor's,Student,Married,144900,East,Yes,Yes,2,Independent
4503,50,Female,Bachelor's,Student,Married,124257,Central,Yes,No,5,Conservative
4504,34,Male,High School,Retired,Married,124584,Central,Yes,No,1,Other
4505,65,Other,High School,Student,Married,53546,North,Yes,No,11,Independent
4506,28,Male,Bachelor's,Unemployed,Divorced,23475,South,No,No,9,Liberal
4507,30,Male,Bachelor's,Unemployed,Single,90259,East,Yes,Yes,3,Liberal
4508,67,Other,Bachelor's,Employed,Widowed,34890,South,No,No,9,Other
4509,28,Male,Bachelor's,Retired,Widowed,43270,South,Yes,No,8,Other
4510,48,Female,High School,Student,Divorced,26713,West,Yes,Yes,6,Other
4511,45,Male,Bachelor's,Student,Widowed,113389,North,Yes,Yes,1,Independent
4512,61,Female,Bachelor's,Student,Widowed,94137,East,Yes,No,5,Conservative
4513,23,Female,Bachelor's,Retired,Widowed,85317,Central,No,Yes,3,Independent
4514,58,Male,Master's,Unemployed,Single,85117,Central,No,Yes,7,Independent
4515,33,Female,Bachelor's,Student,Widowed,102979,South,Yes,No,11,Liberal
4516,21,Male,Bachelor's,Student,Single,141061,North,No,Yes,7,Conservative
4517,52,Female,Master's,Unemployed,Widowed,142082,North,Yes,No,0,Conservative
4518,65,Male,Master's,Student,Widowed,136997,East,No,Yes,7,Liberal
4519,43,Male,Master's,Employed,Single,82594,East,No,Yes,9,Liberal
4520,29,Male,High School,Unemployed,Divorced,103520,South,Yes,No,6,Liberal
4521,28,Male,High School,Unemployed,Widowed,147867,South,Yes,No,0,Other
4522,54,Female,High School,Unemployed,Married,98271,South,No,No,2,Conservative
4523,42,Male,High School,Employed,Married,104153,West,Yes,No,4,Liberal
4524,35,Male,PhD,Unemployed,Divorced,111764,North,No,Yes,2,Liberal
4525,36,Male,Bachelor's,Retired,Married,76505,South,No,No,2,Liberal
4526,40,Male,High School,Retired,Single,62257,North,No,No,0,Independent
4527,55,Female,High School,Retired,Widowed,99510,Central,Yes,No,7,Conservative
4528,35,Other,High School,Unemployed,Widowed,135039,Central,Yes,No,8,Conservative
4529,43,Male,Bachelor's,Unemployed,Widowed,66492,North,Yes,No,4,Other
4530,23,Female,Master's,Unemployed,Widowed,129718,Central,Yes,Yes,0,Independent
4531,21,Female,Master's,Employed,Married,96159,Central,Yes,No,0,Conservative
4532,61,Male,PhD,Retired,Married,35395,Central,No,No,8,Other
4533,68,Female,High School,Student,Married,92005,East,Yes,Yes,0,Other
4534,46,Female,Bachelor's,Student,Single,45040,East,No,No,8,Liberal
4535,51,Female,High School,Unemployed,Married,129009,North,No,No,2,Other
4536,34,Female,Bachelor's,Employed,Married,88702,North,No,Yes,2,Other
4537,60,Male,PhD,Unemployed,Widowed,41637,West,Yes,No,3,Independent
4538,60,Female,Bachelor's,Student,Married,87745,East,Yes,Yes,4,Liberal
4539,33,Female,Master's,Retired,Divorced,28747,North,Yes,No,5,Liberal
4540,19,Female,Bachelor's,Student,Divorced,118603,East,No,Yes,5,Liberal
4541,51,Female,High School,Retired,Widowed,40250,West,No,Yes,9,Other
4542,25,Male,High School,Retired,Married,110467,North,Yes,Yes,8,Liberal
4543,30,Other,Bachelor's,Employed,Divorced,131855,North,Yes,Yes,0,Conservative
4544,59,Female,Master's,Student,Divorced,118867,North,Yes,Yes,8,Independent
4545,25,Male,High School,Unemployed,Single,97737,North,Yes,No,3,Independent
4546,47,Male,Master's,Employed,Widowed,74040,South,No,Yes,6,Other
4547,49,Female,Master's,Retired,Divorced,127518,East,No,No,5,Liberal
4548,53,Male,Bachelor's,Student,Divorced,51305,East,No,No,8,Independent
4549,64,Male,Master's,Unemployed,Widowed,85318,East,No,No,1,Other
4550,47,Male,Bachelor's,Employed,Married,84237,West,Yes,Yes,10,Other
4551,18,Male,Bachelor's,Unemployed,Widowed,103110,South,Yes,Yes,1,Independent
4552,60,Male,Master's,Student,Single,116395,East,No,No,6,Liberal
4553,56,Male,PhD,Unemployed,Single,72362,East,No,No,11,Liberal
4554,34,Male,Bachelor's,Employed,Single,30096,North,Yes,Yes,8,Conservative
4555,37,Female,Bachelor's,Unemployed,Divorced,141066,North,Yes,Yes,4,Conservative
4556,41,Female,High School,Student,Married,95764,North,Yes,Yes,6,Liberal
4557,67,Male,High School,Employed,Single,29218,East,No,Yes,10,Conservative
4558,39,Male,Bachelor's,Retired,Widowed,110367,North,Yes,Yes,7,Conservative
4559,46,Female,PhD,Employed,Single,104338,East,No,No,7,Independent
4560,39,Male,Bachelor's,Student,Divorced,67381,West,Yes,No,3,Liberal
4561,61,Male,High School,Unemployed,Single,104483,West,No,No,9,Independent
4562,26,Male,High School,Retired,Married,39335,Central,Yes,Yes,6,Independent
4563,54,Female,Bachelor's,Retired,Single,66861,South,Yes,No,0,Other
4564,27,Female,High School,Unemployed,Married,49907,North,Yes,Yes,3,Liberal
4565,53,Female,High School,Student,Married,142071,North,Yes,Yes,11,Independent
4566,54,Female,Master's,Employed,Widowed,102189,South,No,No,4,Conservative
4567,45,Female,High School,Student,Married,59387,South,No,No,9,Other
4568,45,Male,Bachelor's,Retired,Divorced,107567,Central,Yes,No,11,Conservative
4569,59,Female,Master's,Employed,Divorced,94655,South,Yes,No,6,Other
4570,60,Male,High School,Employed,Married,77407,East,Yes,Yes,11,Conservative
4571,38,Female,Bachelor's,Unemployed,Married,85262,North,No,Yes,5,Conservative
4572,41,Female,Bachelor's,Student,Single,24555,South,Yes,No,3,Conservative
4573,59,Female,Bachelor's,Employed,Single,66095,East,No,No,2,Independent
4574,57,Male,Bachelor's,Unemployed,Widowed,84051,South,Yes,Yes,10,Liberal
4575,19,Male,Bachelor's,Student,Single,21042,East,Yes,Yes,5,Other
4576,25,Female,Master's,Retired,Divorced,123748,West,Yes,No,9,Independent
4577,65,Female,Master's,Retired,Single,139691,East,Yes,No,11,Other
4578,44,Female,Bachelor's,Student,Widowed,24188,Central,Yes,Yes,4,Independent
4579,39,Male,High School,Employed,Widowed,98596,East,Yes,No,11,Other
4580,54,Female,High School,Employed,Married,78153,South,Yes,No,2,Other
4581,44,Female,High School,Retired,Widowed,30233,West,No,Yes,3,Conservative
4582,46,Female,Bachelor's,Retired,Married,23088,West,Yes,Yes,1,Other
4583,20,Female,High School,Employed,Divorced,21646,East,Yes,No,8,Other
4584,61,Female,Bachelor's,Student,Divorced,33127,South,No,Yes,6,Conservative
4585,30,Female,Master's,Retired,Single,52615,West,No,No,11,Independent
4586,62,Female,High School,Employed,Widowed,86023,East,Yes,No,9,Independent
4587,27,Other,Master's,Student,Divorced,35453,East,No,Yes,2,Liberal
4588,53,Male,Master's,Unemployed,Married,72233,East,No,No,7,Liberal
4589,26,Male,High School,Student,Widowed,54515,West,No,No,7,Liberal
4590,44,Female,Master's,Employed,Widowed,78092,North,Yes,Yes,10,Liberal
4591,51,Female,Master's,Student,Married,146717,South,No,No,0,Other
4592,68,Female,Bachelor's,Employed,Widowed,102447,Central,Yes,No,4,Other
4593,18,Female,High School,Retired,Widowed,85000,Central,Yes,No,4,Liberal
4594,49,Male,Bachelor's,Unemployed,Divorced,103087,South,Yes,Yes,11,Conservative
4595,42,Female,PhD,Retired,Married,81993,North,Yes,No,2,Liberal
4596,46,Female,Bachelor's,Retired,Divorced,73762,South,No,Yes,1,Independent
4597,24,Male,High School,Employed,Married,101814,East,Yes,Yes,0,Other
4598,66,Male,Bachelor's,Employed,Single,146421,South,Yes,Yes,3,Conservative
4599,20,Female,Bachelor's,Employed,Widowed,106392,South,Yes,No,11,Independent
4600,37,Male,Bachelor's,Employed,Widowed,97467,West,Yes,Yes,10,Conservative
4601,37,Female,Master's,Retired,Divorced,142349,Central,Yes,Yes,9,Conservative
4602,47,Male,Bachelor's,Employed,Widowed,42188,Central,Yes,Yes,1,Liberal
4603,52,Female,Master's,Employed,Widowed,86019,East,Yes,No,4,Independent
4604,52,Female,Master's,Retired,Divorced,20451,East,Yes,Yes,11,Liberal
4605,66,Female,Bachelor's,Unemployed,Divorced,24069,West,Yes,No,10,Independent
4606,56,Male,High School,Unemployed,Married,140343,East,No,Yes,9,Other
4607,44,Female,Master's,Student,Single,84274,North,Yes,No,11,Independent
4608,43,Male,PhD,Retired,Divorced,33386,West,Yes,No,1,Other
4609,31,Male,High School,Employed,Married,27207,West,Yes,Yes,0,Other
4610,34,Other,Bachelor's,Student,Divorced,122701,South,Yes,Yes,9,Liberal
4611,35,Female,High School,Unemployed,Married,58439,South,Yes,Yes,9,Other
4612,62,Female,Master's,Unemployed,Single,72285,North,No,No,11,Liberal
4613,69,Male,Master's,Retired,Married,38157,West,No,Yes,9,Conservative
4614,46,Male,High School,Employed,Married,107542,West,No,No,9,Conservative
4615,37,Male,Master's,Employed,Widowed,94726,South,Yes,Yes,8,Conservative
4616,44,Female,High School,Student,Divorced,125716,Central,Yes,Yes,1,Independent
4617,35,Female,Master's,Unemployed,Married,103985,Central,Yes,No,9,Other
4618,21,Female,Bachelor's,Student,Divorced,61357,South,No,Yes,3,Liberal
4619,18,Female,Bachelor's,Student,Married,115214,East,No,No,2,Conservative
4620,67,Male,High School,Student,Widowed,34929,West,Yes,No,0,Liberal
4621,18,Male,High School,Employed,Widowed,124636,North,Yes,Yes,7,Conservative
4622,43,Male,Bachelor's,Unemployed,Single,68747,Central,Yes,No,1,Other
4623,62,Male,Bachelor's,Student,Married,27913,East,Yes,Yes,10,Conservative
4624,37,Male,High School,Unemployed,Widowed,95531,West,No,No,7,Liberal
4625,69,Female,High School,Unemployed,Divorced,46727,East,Yes,Yes,11,Conservative
4626,40,Male,High School,Student,Married,21946,West,Yes,No,0,Liberal
4627,27,Female,Master's,Student,Married,81061,West,No,Yes,5,Conservative
4628,28,Male,Master's,Retired,Single,121719,South,Yes,No,3,Liberal
4629,58,Other,High School,Employed,Divorced,86930,South,Yes,No,2,Conservative
4630,58,Female,Bachelor's,Unemployed,Single,81472,North,Yes,Yes,0,Other
4631,22,Female,High School,Student,Married,133388,North,Yes,Yes,9,Conservative
4632,18,Male,PhD,Student,Single,87957,East,Yes,No,10,Independent
4633,34,Female,PhD,Unemployed,Married,105839,South,Yes,Yes,11,Liberal
4634,39,Female,Bachelor's,Student,Married,125649,West,No,No,0,Conservative
4635,51,Male,PhD,Retired,Single,39467,South,No,No,10,Independent
4636,62,Male,Master's,Unemployed,Single,126334,West,Yes,No,6,Liberal
4637,58,Male,Master's,Student,Married,44504,South,No,No,5,Conservative
4638,46,Female,Bachelor's,Unemployed,Single,96516,West,Yes,Yes,2,Conservative
4639,21,Female,Bachelor's,Student,Single,21844,East,No,No,11,Other
4640,22,Female,High School,Student,Married,54572,South,Yes,Yes,11,Conservative
4641,28,Male,Bachelor's,Employed,Divorced,127385,Central,Yes,Yes,1,Liberal
4642,68,Male,Bachelor's,Unemployed,Single,104423,Central,Yes,Yes,9,Independent
4643,38,Female,High School,Employed,Single,103813,West,Yes,No,2,Conservative
4644,52,Male,High School,Student,Widowed,136354,East,No,Yes,11,Independent
4645,29,Female,Bachelor's,Unemployed,Divorced,122648,West,Yes,No,7,Liberal
4646,43,Female,High School,Unemployed,Single,42975,East,Yes,Yes,10,Liberal
4647,68,Male,Bachelor's,Retired,Married,39449,North,Yes,Yes,6,Conservative
4648,36,Female,PhD,Retired,Widowed,139763,South,Yes,No,11,Other
4649,62,Male,Master's,Student,Widowed,130137,East,No,Yes,6,Conservative
4650,24,Female,Bachelor's,Student,Widowed,39459,West,No,Yes,4,Other
4651,64,Male,Bachelor's,Student,Single,86795,North,Yes,No,11,Conservative
4652,24,Female,Bachelor's,Student,Married,38604,West,Yes,Yes,9,Independent
4653,43,Male,High School,Retired,Widowed,140129,Central,Yes,Yes,2,Other
4654,57,Male,Master's,Unemployed,Divorced,145298,Central,Yes,Yes,0,Other
4655,22,Female,High School,Employed,Widowed,99395,South,Yes,No,0,Independent
4656,38,Male,High School,Unemployed,Widowed,129334,South,Yes,No,5,Conservative
4657,31,Female,Master's,Unemployed,Divorced,80140,North,No,Yes,3,Liberal
4658,21,Male,High School,Retired,Widowed,45362,Central,Yes,Yes,6,Liberal
4659,40,Female,Bachelor's,Unemployed,Widowed,47943,East,Yes,Yes,9,Conservative
4660,59,Male,High School,Unemployed,Divorced,41319,Central,Yes,Yes,9,Independent
4661,37,Female,High School,Student,Single,120751,South,No,No,9,Liberal
4662,32,Male,High School,Employed,Divorced,121433,West,Yes,Yes,0,Independent
4663,67,Male,High School,Unemployed,Single,71050,North,Yes,No,5,Conservative
4664,69,Male,Bachelor's,Unemployed,Single,27697,Central,Yes,No,6,Independent
4665,62,Female,Master's,Employed,Single,108611,East,Yes,No,0,Independent
4666,46,Male,Bachelor's,Student,Divorced,73655,East,Yes,Yes,1,Independent
4667,25,Female,Master's,Retired,Divorced,116896,East,No,No,8,Liberal
4668,58,Female,High School,Retired,Single,113696,North,No,No,8,Independent
4669,65,Male,Bachelor's,Unemployed,Divorced,48735,East,No,Yes,5,Other
4670,36,Female,High School,Student,Single,51293,East,No,No,10,Independent
4671,65,Male,Bachelor's,Retired,Divorced,89485,Central,No,No,3,Independent
4672,56,Male,Bachelor's,Retired,Married,96195,North,No,Yes,6,Conservative
4673,63,Female,Bachelor's,Retired,Divorced,28010,West,Yes,Yes,4,Independent
4674,45,Female,Master's,Retired,Divorced,112305,West,Yes,Yes,2,Independent
4675,63,Female,Bachelor's,Retired,Divorced,109359,East,Yes,Yes,3,Liberal
4676,44,Male,Bachelor's,Unemployed,Single,101936,South,Yes,No,1,Other
4677,21,Male,PhD,Retired,Single,60727,North,Yes,No,5,Conservative
4678,32,Male,High School,Unemployed,Married,124545,South,No,No,2,Other
4679,52,Female,Bachelor's,Employed,Married,34787,North,Yes,Yes,6,Independent
4680,54,Female,Master's,Employed,Widowed,93442,North,No,No,3,Liberal
4681,18,Female,Bachelor's,Student,Married,137710,Central,No,No,7,Other
4682,20,Male,High School,Unemployed,Single,131489,East,Yes,No,10,Other
4683,64,Male,Bachelor's,Student,Married,33303,Central,Yes,No,0,Other
4684,41,Male,Bachelor's,Employed,Married,86802,South,Yes,Yes,8,Other
4685,44,Male,Bachelor's,Employed,Divorced,118782,South,Yes,Yes,2,Other
4686,57,Male,High School,Employed,Married,73448,West,Yes,Yes,2,Liberal
4687,53,Female,PhD,Employed,Widowed,89513,Central,No,Yes,4,Independent
4688,51,Female,Master's,Retired,Divorced,26068,Central,Yes,No,9,Liberal
4689,46,Female,Bachelor's,Employed,Single,130040,Central,No,Yes,0,Liberal
4690,41,Male,Bachelor's,Retired,Widowed,138962,West,No,Yes,2,Liberal
4691,41,Male,Master's,Retired,Single,51227,Central,Yes,Yes,3,Liberal
4692,59,Female,High School,Student,Widowed,32740,Central,No,No,1,Independent
4693,21,Male,High School,Retired,Divorced,108333,Central,Yes,Yes,11,Independent
4694,20,Female,Bachelor's,Student,Widowed,84745,Central,No,Yes,5,Liberal
4695,51,Female,Master's,Retired,Widowed,27791,South,Yes,Yes,9,Other
4696,66,Male,High School,Retired,Married,20485,East,No,Yes,3,Independent
4697,40,Female,PhD,Employed,Single,65048,South,Yes,No,0,Independent
4698,69,Male,Bachelor's,Unemployed,Divorced,50695,Central,No,No,2,Liberal
4699,40,Female,Bachelor's,Retired,Widowed,57441,North,Yes,Yes,6,Other
4700,62,Female,High School,Unemployed,Single,20337,North,Yes,No,2,Other
4701,22,Male,High School,Unemployed,Single,110972,West,Yes,Yes,5,Liberal
4702,48,Male,Master's,Unemployed,Married,35092,South,No,No,10,Liberal
4703,58,Female,PhD,Retired,Single,76052,West,No,No,5,Independent
4704,23,Female,Bachelor's,Unemployed,Divorced,120307,West,No,No,0,Independent
4705,54,Male,PhD,Retired,Married,21471,North,No,Yes,1,Conservative
4706,27,Female,Master's,Employed,Widowed,141415,South,Yes,Yes,9,Conservative
4707,57,Male,Bachelor's,Retired,Divorced,71194,East,Yes,Yes,10,Liberal
4708,24,Male,Bachelor's,Student,Divorced,64388,South,Yes,Yes,11,Conservative
4709,56,Male,Bachelor's,Employed,Divorced,113232,West,No,Yes,10,Other
4710,55,Male,Bachelor's,Unemployed,Married,136207,Central,No,Yes,5,Other
4711,38,Male,High School,Unemployed,Single,92025,West,Yes,Yes,1,Other
